PC1;PC2;PC3;PC4;PC5;PC6;PC7;PC8
-0.0346243259484023;-1.4180033277662296;-0.15720416307863055;0.042440733243380026;-0.2505035203584502;-0.010247869502037328;0.9494132488465291;0.18002951997377883
-1.450058291913007;1.7686411387957195;0.6305177601020209;-0.4133928328483917;-1.0312663939723576;-0.4269451607049467;0.445856268129933;0.7294575922691853
0.8733445049154139;2.7912986716506127;-0.6956481642541437;0.2783061407979926;0.4059212113965346;-0.6822611200253381;0.029102807586426548;0.9540165472695525
0.7155317246497319;-0.4389399815502758;0.05200322191882667;-0.039167076611193105;-0.5225577157927761;-0.7849384530555272;-0.9453093341076073;-0.29155447777129584
-1.4410358226641955;-0.1767332018923475;0.5219460858930797;-0.2836561520896886;-0.36448711845947085;0.5745719121624806;-0.2918834641630383;-0.8373286665883859
0.875563426326285;-0.5168964664348903;-0.23511447789861756;0.04984964583474748;-0.06434606761028405;1.1954770007981266;0.7462378757682507;0.5924306298936032
1.5364145756194973;-0.4076934435290486;0.24977308874637455;-0.17170360645351626;-0.6823054571233543;0.6946275422015331;-1.1898807338875832;0.9869340878858553
-0.6767063266889032;2.2785228722306248;0.6507868066342666;-0.39510087643972186;-0.7378718050050072;-0.646115026120358;0.031413026796821904;0.6244738510974465
-1.2258467262076647;1.636812677311186;-1.0233903159871842;0.4378348651075759;0.671025891247474;-0.3088847047678397;0.6346104856418641;1.0191088031535969
-1.786600897963242;-0.8142421864823166;-0.31834348250827194;0.13482422040930883;-0.02644951756836073;-0.48566054912614615;0.5657647159023613;-1.252834391172964
-0.07443374604046103;-0.32883132185716035;1.1598535068896336;-0.5258459064431702;0.250157232836413;0.8970540837635897;0.35676641654930624;-0.047082865713982985
0.5235090337581375;0.13440251434395636;-0.6351688809312277;0.2440720697988449;0.25576406207066477;0.9600697161860275;0.8165572343403668;-0.24325181854822084
0.16725896508217802;-0.5418027308894044;0.5539861465890148;-0.35800184148242203;-1.024530436453113;0.9980573758381334;0.20436407861562397;0.26520888411373333
-2.3185617550449753;2.059126893688298;0.6166390608578575;-0.40698518765447056;-1.0290056948631834;-0.6293032041573854;0.39205711671705806;0.049862121798361365
2.3875435623213703;2.0709571422860855;0.2961293589409183;-0.22671653004852835;-0.8233914487859553;0.00023069651818094923;-0.9307741732282944;-1.1555238931049623
4.0861348252916;0.7473953286078483;0.030526773652119737;-0.1012903971802674;-0.5978961994129793;0.8337089808636049;-0.1514619813951325;0.9103529168036799
0.9720990946991912;-1.5934970353836926;-1.234648136463629;0.6639789780107529;0.8401812094895336;-1.7075259103630267;-0.37409257194990847;0.19799595655533064
0.18462532237518586;-0.2640785470051389;-0.1961936425578176;0.0701900259287546;-0.2217540613200763;-0.6141692506669749;0.114775600869252;-0.7811363700241897
